,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,1.0,0.2741411574957851,0.6127593520392538,0.4417234414941459,0.31993669167455946,0.43082021842766455,0.18958337436159575,0.0,0.14442970747104036,0.18659762281311668,0.32376195411908804,0.039283710065919304,0.1668979876199978,0.21951759136605825,0.30183631555246276,0.2514157444218836,0.40432118731915423,0.2921532737340715,0.2676516895156554,0.045360921162651446,0.14433756729740646,0.22452510468485448,0.4759171051356449,0.2008213586922364,0.06415002990995843,0.3719595535337419,0.21690800262306398,0.1852207942971738,0.14404027024170415,0.11844484241978356,0.09245003270420485,0.42056317600679205,0.39524324079995005,0.15617376188860607,0.0839921051131616,0.0,0.15194743527951726,0.30158730158730157,0.06415002990995841,0.2600914382136235,0.049690399499995326,0.05555555555555555,0.1
1,0.2741411574957851,1.0000000000000002,0.2912057185829229,0.26166895075583235,0.254123246625134,0.32780316848814656,0.11254218374857178,0.0,0.11635825131297885,0.09692353573379947,0.2586617325497433,0.05538487756217113,0.27245757253993846,0.0984744107800003,0.1945369632074022,0.15507765717407918,0.22801593248587146,0.2112296350619112,0.14375381675661894,0.03197647396955397,0.02261078158230673,0.31655094215229423,0.296894107374301,0.1415658849988267,0.11305390791153366,0.35174121366509364,0.13455720411449987,0.06144400490329324,0.14769300683245637,0.10019501341827017,0.06517120879556719,0.2884567643403567,0.2342945607916847,0.2935793544316361,0.029604462320866852,0.0,0.14281729983786087,0.17903095999724739,0.09044312632922692,0.2658537346978492,0.07005694441040587,0.0,0.09399125399855489
2,0.6127593520392538,0.2912057185829229,1.0,0.4581790958364763,0.2982080786969189,0.46950231560380934,0.17064681271908164,0.0,0.13807806686059196,0.1752618713510958,0.2969135236790323,0.0292103118918493,0.14369573467512015,0.20032451927892195,0.2949748407366739,0.22784043275642452,0.42330446733493626,0.2785093960907395,0.22744983872489305,0.05059374430161637,0.10732553904387353,0.17887589840645587,0.40398596568247347,0.15999146734927264,0.08347541925634608,0.34741037753776566,0.18064140188299274,0.15392817451298504,0.15578833008986295,0.11449412538261516,0.11457226948820844,0.39160367816105335,0.3573462708196803,0.16128696596695782,0.09368141079437883,0.03694844669685831,0.19772205691388486,0.27146321213938046,0.08745043922093397,0.26592088742566883,0.07389689339371662,0.04130961923860138,0.09914308617264331
3,0.4417234414941459,0.26166895075583235,0.4581790958364763,1.0,0.3360051131905965,0.39477101697586137,0.2400076803686597,0.0,0.13648020842100292,0.22441640584922865,0.3309735089276177,0.0472455591261534,0.1479019945774904,0.28800921644239164,0.2955948086110392,0.2551260192812284,0.3812335020048047,0.3333468611973568,0.2605842192811104,0.0,0.13501543121683043,0.1928791874526149,0.46093826100658003,0.24152294576982397,0.13501543121683043,0.343693177121688,0.2504351613389047,0.17034628596731172,0.12598815766974242,0.14245072057454744,0.14824986333222026,0.4192225045314813,0.3511103502574224,0.15652197583681543,0.10101525445522107,0.0,0.15228622596829317,0.29589637497446986,0.11572751247156893,0.2111437958928259,0.05976143046671968,0.0,0.10690449676496974
4,0.31993669167455946,0.254123246625134,0.2982080786969189,0.3360051131905965,1.0000000000000002,0.3328012765961965,0.13111122301831463,0.0,0.13555692745397505,0.1433848336691011,0.25997956531109245,0.0,0.17954621161490197,0.2185187050305244,0.2769981308412335,0.24088652056408988,0.26445709624396785,0.2952980815003698,0.21399284167487623,0.033113308926626096,0.11707322644771176,0.22243913025065234,0.3504922646595883,0.23036964956043254,0.16390251702679648,0.3046424421249601,0.16467574237989552,0.11134983352076114,0.2294157338705618,0.10375716957991121,0.08998425413316952,0.33743397740370956,0.2885261409670324,0.20267783677525603,0.09197090092274487,0.0,0.11092107999698035,0.33603008662800815,0.07804881763180783,0.23733226536163834,0.03627381250550058,0.08111071056538127,0.06488856845230502
5,0.43082021842766455,0.32780316848814656,0.46950231560380934,0.39477101697586137,0.3328012765961965,0.9999999999999998,0.18423237011890914,0.0,0.11428758022062362,0.15231794896123557,0.30287779657724656,0.02901294265928297,0.20111222724172675,0.19897095972842185,0.33119675483642946,0.23210354127426375,0.4228331571528879,0.2600299010378061,0.2447390810474588,0.033501260508640406,0.13028932666176193,0.2191229584765996,0.41058784136762644,0.14831640277153657,0.10660035817780521,0.3551133613915882,0.1922366120271981,0.16898159235484364,0.16440667506927018,0.11372050756765355,0.10241831129983783,0.4337297837719098,0.3648830985717696,0.1730129508244783,0.07754035086653924,0.01834939608543934,0.21976537721873693,0.27549047981088753,0.12634116524776914,0.30734441203846957,0.07339758434175736,0.041030496993110906,0.09026709338484401
6,0.18958337436159575,0.11254218374857178,0.17064681271908164,0.2400076803686597,0.13111122301831463,0.18423237011890914,1.0000000000000002,0.0,0.10005560189476052,0.19050019050028574,0.13955847253041037,0.0,0.05679618342470648,0.16129032258064518,0.13940074958772602,0.1524001524002286,0.18822644947541614,0.14530784390894483,0.18541926977182407,0.0,0.05184758473652128,0.07777137710478191,0.20423764212434417,0.18549555830406733,0.10369516947304255,0.1466471150213533,0.16829781403596433,0.10567049305145206,0.08466675133346035,0.07658395810674837,0.09962709627734359,0.20823265884594694,0.17424273674761284,0.11219854269064287,0.06788442333021306,0.0,0.06140377126253595,0.20526320231631418,0.0,0.06306363177516375,0.0,0.0,0.10776318121606494
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773500981126146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.14442970747104036,0.11635825131297885,0.13807806686059196,0.13648020842100292,0.13555692745397505,0.11428758022062362,0.10005560189476052,0.0,1.0000000000000002,0.06565321642986127,0.0901816283385108,0.0,0.058722021951470346,0.06670373459650701,0.05765101373893363,0.07878385971583353,0.1189276064244219,0.1251957714590336,0.10650358071057625,0.0,0.1072112534837795,0.13401406685472436,0.11262021805899669,0.04794633014853841,0.0,0.10613372610104649,0.11600295811314831,0.03641785203646149,0.04376881095324086,0.0,0.05150262026246048,0.13930748645308516,0.07506289151850751,0.05800147905657416,0.0,0.08304547985373997,0.021161947784524245,0.1061116218154582,0.03573708449459316,0.04346799081843115,0.0,0.0,0.037139067635410375
9,0.18659762281311668,0.09692353573379947,0.1752618713510958,0.22441640584922865,0.1433848336691011,0.15231794896123557,0.19050019050028574,0.17677669529663687,0.06565321642986127,0.9999999999999998,0.18887077542944739,0.0,0.08385254915624211,0.15875015875023812,0.12348479248840163,0.12499999999999997,0.16467739391852365,0.16685595311797866,0.16222142113076252,0.0,0.05103103630798287,0.10206207261596574,0.1608168802256692,0.13693063937629152,0.0,0.12990381056766578,0.19325517063098144,0.1386750490563073,0.0,0.18844459036110225,0.19611613513818402,0.19289712886816485,0.12862393885688164,0.0828236445561349,0.0,0.0,0.060436722301903514,0.20203050891044214,0.1360827634879543,0.0827605888602368,0.0,0.0,0.035355339059327376
