Fold,AUC,AUPR,F1,Accuracy
1,0.9361018415523421,0.9409117874823555,0.8601036269430051,0.85
2,0.9460427213236201,0.9517507937615206,0.8588235294117647,0.8666666666666667
3,0.9666501976284585,0.9660810089793656,0.8690476190476191,0.8777777777777778
4,0.9765403136189653,0.9782720165830586,0.8863636363636364,0.8888888888888888
5,0.9734535127793554,0.9752040544848533,0.9080459770114943,0.9111111111111111
