1.0,0.0,0.31765,0.12982,0.0814,0.04933,0.0,0.0,0.0,0.0,0.02041,0.03158,0.0,0.49091,0.0,0.0,0.0,0.03586,0.0,0.0,0.02472,0.0,0.01689,0.0,0.0,0.0,0.03989,0.00493,0.1761,0.0,0.0,0.04018,0.0,0.0,0.14894,0.0,0.0,0.0,0.0,0.0,0.02591,0.0,0.01339
0.0,1.0,0.0,0.0,0.0,0.03261,0.0,0.0,0.0,0.0,0.0625,0.0,0.10881,0.0,0.05581,0.0,0.0,0.14141,0.02874,0.0,0.0,0.48837,0.04938,0.0,0.03521,0.06383,0.0321,0.0,0.0,0.02793,0.0,0.05263,0.0,0.60839,0.0,0.0,0.03125,0.17073,0.04545,0.1716,0.08571,0.01657,0.05263
0.31765,0.0,1.0,0.11602,0.11667,0.03251,0.0,0.0,0.0,0.0,0.02591,0.04972,0.0,0.71681,0.0,0.0,0.0,0.04523,0.0,0.0,0.02618,0.0,0.02049,0.0,0.0,0.0,0.0497,0.00539,0.2385,0.0,0.0,0.05233,0.0,0.0,0.23596,0.0,0.0,0.0,0.0,0.0,0.03546,0.0,0.01744
0.12982,0.0,0.11602,1.0,0.11351,0.05076,0.0,0.0,0.0,0.0,0.02719,0.04762,0.0,0.20468,0.0,0.0,0.0,0.04373,0.0,0.0,0.02291,0.0,0.02079,0.0,0.0,0.0,0.0381,0.00473,0.11321,0.0,0.0,0.0519,0.0,0.0,0.12195,0.0,0.0,0.0,0.0,0.0,0.03965,0.0,0.0173
0.0814,0.0,0.11667,0.11351,1.0,0.06923,0.0,0.0,0.0,0.0,0.02564,0.04865,0.0,0.18261,0.0,0.0,0.0,0.04478,0.0,0.0,0.02612,0.0,0.02033,0.04455,0.0,0.0,0.04924,0.00537,0.10084,0.0,0.0,0.05172,0.0,0.0,0.0989,0.0,0.0,0.0,0.0,0.0,0.03497,0.0,0.01724
0.04933,0.03261,0.03251,0.05076,0.06923,1.0,0.0,0.0,0.0,0.0,0.08291,0.01015,0.0188,0.05503,0.02494,0.0,0.0,0.14356,0.01285,0.0,0.018,0.05651,0.0735,0.02222,0.01432,0.02161,0.38498,0.01116,0.03838,0.01264,0.0,0.14589,0.0,0.02149,0.02551,0.0,0.01518,0.02838,0.02234,0.02,0.09538,0.01292,0.05305
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21206,0.0,0.66048,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.09375,0.0,0.0,0.02333,0.0,0.0,0.0,0.02434,0.0,0.0,0.36478,0.0,0.04251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.21206,1.0,0.0,0.18121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00725,0.0,0.0,0.0,0.0,0.0,0.0,0.01614,0.0,0.0,0.10169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15328,0.0,0.0,0.0,0.08475,0.00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.66048,0.18121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06095,0.0,0.0,0.0,0.0,0.0,0.0,0.01023,0.0,0.0,0.59184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
